DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
71661,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68266,ENCISO,68266000,VEREDA COCHAGA,EN OPERACI�N,"6,69278000","-72,66028000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,362,"166,79",1024,9216,"27007797,00"
72291,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,POR INSTALAR,"6,45194000","-73,10806000",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71737,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68773,SUCRE,68773000,VEREDA EL LIBANO,EN OPERACI�N,"5,93917000","-73,95611000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,435,"293,45",1,9,"27007800,00"
71681,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68406,LEBRIJA,68406003,VEREDA EL LIBANO,EN OPERACI�N,"7,22944000","-73,31194000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,324,"192,71",1024,9216,"27007797,00"
71694,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2020-01-22,2021-10-21,2020-07-31,2020-12-31,258,"242,94",1024,9216,"27007797,00"
71701,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68547,PIEDECUESTA,68547003,SEVILLA,EN OPERACI�N,"7,01556000","-72,99639000",2019-12-02,2021-09-01,2020-10-31,2020-12-31,575,"94,68",1,9,"27007800,00"
71709,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575024,SAN CLAVER,EN OPERACI�N,"7,22750000","-73,84444000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,371,"176,82",1,9,"27007800,00"
71641,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,EN OPERACI�N,"6,67611000","-73,20972000",2019-12-31,2021-09-29,2020-10-31,2020-12-31,193,"147,00",1,9,"27007800,00"
71684,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68418,LOS SANTOS,68418000,VEREDA EL REGADERO,EN OPERACI�N,"6,76111000","-73,09000000",2019-12-14,2021-09-13,2020-10-31,2020-12-31,41,"52,83",1,9,"27007800,00"
71719,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,87,"137,92",1,9,"27007800,00"
71644,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68101,BOLIVAR,68101000,BOQUER�N,EN OPERACI�N,"6,07388000","-73,75138000",2020-01-24,2021-10-23,2020-10-31,2020-12-31,211,"338,03",1,9,"27007800,00"
72282,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,POR INSTALAR,"6,60750000","-73,28888889",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71638,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68051,ARATOCA,68051000,VEREDA CLAVELLINAS,EN OPERACI�N,"6,68972000","-73,04417000",2019-12-16,2021-09-15,2020-07-31,2020-12-31,48,"184,89",1024,9216,"27007797,00"
72281,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2020-08-08,1900-01-01,2020-10-31,2020-12-31,66,"74,06",1,9,"27007800,00"
71668,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,EN OPERACI�N,"6,96750000","-72,79778000",2019-12-03,2021-09-02,2020-07-31,2020-12-31,607,"203,50",1024,9216,"27007797,00"
71655,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,152,"147,03",1,9,"27007800,00"
72025,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68092,BETULIA,68092008,SAN RAFAEL,EN OPERACI�N,"7,11694000","-73,43556000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,201,"192,44",1,9,"27007800,00"
71730,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,87,"104,66",1,9,"27007800,00"
71699,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68468,MOLAGAVITA,68468000,VEREDA POTRERO GRANDE (BARRIAL),EN OPERACI�N,"6,61278000","-72,78306000",2019-12-15,2021-09-14,2020-07-31,2020-12-31,287,"181,59",1024,9216,"27007797,00"
71741,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68820,TONA,68820002,VEREDA PARRA JUAN RODRIGUEZ,EN OPERACI�N,"7,16028000","-73,05917000",2019-12-13,2021-09-12,2020-07-31,2020-12-31,125,"96,36",1024,9216,"27007797,00"
72023,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68547,PIEDECUESTA,68547000,VEREDA CRISTALES,EN OPERACI�N,"7,00925000","-73,10527000",2019-12-02,2021-09-01,2020-07-31,2020-12-31,223,"115,48",1024,9216,"27007797,00"
71681,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68406,LEBRIJA,68406003,VEREDA EL LIBANO,EN OPERACI�N,"7,22944000","-73,31194000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,108,"99,44",1,9,"27007800,00"
71714,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615002,VEREDA EL DIAMANTE,EN OPERACI�N,"7,42083000","-73,18917000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,247,"199,40",1024,9216,"27007797,00"
71678,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68406,LEBRIJA,68406000,CORREGIMIENTO URIBE URIBE,EN OPERACI�N,"7,18667000","-73,31083000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,179,"94,50",1024,9216,"27007797,00"
71652,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,155,"155,51",1024,9216,"27007797,00"
71682,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68418,LOS SANTOS,68418000,VEREDA EL REGADERO,EN OPERACI�N,"6,76111000","-73,09000000",2019-12-14,2021-09-13,2020-10-31,2020-12-31,106,"72,43",1,9,"27007800,00"
71744,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68861,VELEZ,68861000,VEREDA LA DOCTRINA,EN OPERACI�N,"5,95500000","-73,66638889",2019-12-09,2021-09-08,2020-07-31,2020-12-31,283,"255,49",1024,9216,"27007797,00"
71744,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68861,VELEZ,68861000,VEREDA LA DOCTRINA,EN OPERACI�N,"5,95500000","-73,66638889",2019-12-09,2021-09-08,2020-10-31,2020-12-31,262,"258,45",1,9,"27007800,00"
71728,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,133,"115,53",1024,9216,"27007797,00"
71661,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68266,ENCISO,68266000,VEREDA COCHAGA,EN OPERACI�N,"6,69278000","-72,66028000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,225,"94,93",1,9,"27007800,00"
71723,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,110,"108,22",1,9,"27007800,00"
71703,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68549,PINCHOTE,68549000,EL BOSQUE,EN OPERACI�N,"6,50944000","-73,15389000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,281,"132,40",1,9,"27007800,00"
71683,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68418,LOS SANTOS,68418000,VEREDA EL REGADERO,EN OPERACI�N,"6,76111000","-73,09000000",2019-12-14,2021-09-13,2020-10-31,2020-12-31,177,"57,99",1,9,"27007800,00"
71736,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68770,SUAITA,68770001,OLIVAL,EN OPERACI�N,"6,15222000","-73,34000000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,277,"347,54",1024,9216,"27007797,00"
71731,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,68,"33,76",1,9,"27007800,00"
71660,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68266,ENCISO,68266002,PE�A COLORADA,EN OPERACI�N,"6,63083000","-72,70500000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,77,"57,54",1024,9216,"27007797,00"
71653,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,666,"326,79",1024,9216,"27007797,00"
71719,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,108,"121,76",1024,9216,"27007797,00"
71657,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,380,"205,79",1,9,"27007800,00"
72288,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,POR INSTALAR,"6,45194000","-73,10806000",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71711,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615009,LA CEIBA,EN OPERACI�N,"7,37000000","-73,23361000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,741,"312,88",1,9,"27007800,00"
71644,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68101,BOLIVAR,68101000,BOQUER�N,EN OPERACI�N,"6,07388000","-73,75138000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,349,"520,78",1024,9216,"27007797,00"
71653,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2020-01-27,2021-10-26,2020-10-31,2020-12-31,504,"185,86",1,9,"27007800,00"
71699,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68468,MOLAGAVITA,68468000,VEREDA POTRERO GRANDE (BARRIAL),EN OPERACI�N,"6,61278000","-72,78306000",2019-12-15,2021-09-14,2020-10-31,2020-12-31,196,"91,31",1,9,"27007800,00"
71696,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,731,"216,21",1024,9216,"27007797,00"
71734,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,20,"79,76",1,9,"27007800,00"
71648,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68152,CARCASI,68152000,VEREDA ASTILLAL,EN OPERACI�N,"6,62417000","-72,55667000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,313,"154,91",1,9,"27007800,00"
71640,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,EN OPERACI�N,"6,67611000","-73,20972000",2019-12-16,2021-09-15,2020-07-31,2020-12-31,84,"31,09",1024,9216,"27007797,00"
71656,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,639,"312,62",1024,9216,"27007797,00"
72022,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081009,LOS LAURELES,EN OPERACI�N,"7,01806000","-73,80583000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,231,"133,02",1,9,"27007800,00"
71728,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,206,"121,65",1,9,"27007800,00"
71692,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-12,2021-09-11,2020-07-31,2020-12-31,320,"316,61",1024,9216,"27007797,00"
71743,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68861,VELEZ,68861002,CORREGIMIENTO ALTO JORDAN,EN OPERACI�N,"6,20538000","-73,74934000",2019-12-11,2021-09-10,2020-07-31,2020-12-31,323,"260,39",1024,9216,"27007797,00"
71655,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2020-01-27,2021-10-26,2020-07-31,2020-12-31,221,"192,66",1024,9216,"27007797,00"
71689,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425005,TIENDA NUEVA,EN OPERACI�N,"6,52194000","-72,59000000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,35,"99,68",1024,9216,"27007797,00"
71737,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68773,SUCRE,68773000,VEREDA EL LIBANO,EN OPERACI�N,"5,93917000","-73,95611000",2019-12-12,2021-09-11,2020-07-31,2020-12-31,515,"281,54",1024,9216,"27007797,00"
71713,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615031,VEREDA ALTO DE PEREZ,EN OPERACI�N,"7,29306000","-73,19528000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,90,"224,86",1024,9216,"27007797,00"
71669,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,EN OPERACI�N,"6,96750000","-72,79778000",2019-12-03,2021-09-02,2020-07-31,2020-12-31,734,"241,32",1024,9216,"27007797,00"
71701,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68547,PIEDECUESTA,68547003,SEVILLA,EN OPERACI�N,"7,01556000","-72,99639000",2019-12-02,2021-09-01,2020-07-31,2020-12-31,642,"66,61",1024,9216,"27007797,00"
72288,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,EN OPERACI�N,"6,45194000","-73,10806000",2020-08-07,1900-01-01,2020-10-31,2020-12-31,63,"34,90",1,9,"27007800,00"
71662,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68266,ENCISO,68266000,VEREDA COCHAGA,EN OPERACI�N,"6,69278000","-72,66028000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,245,"103,14",1,9,"27007800,00"
71674,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68377,LA BELLEZA,68377003,EL RUB�,EN OPERACI�N,"5,89000000","-74,05722000",2019-12-26,2021-09-25,2020-07-31,2020-12-31,108,"64,92",1024,9216,"27007797,00"
71686,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425003,LA BRICHA,EN OPERACI�N,"6,47028000","-72,61417000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,188,"278,60",1024,9216,"27007797,00"
71668,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,EN OPERACI�N,"6,96750000","-72,79778000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,596,"162,00",1,9,"27007800,00"
71639,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,EN OPERACI�N,"6,67611000","-73,20972000",2019-12-16,2021-09-15,2020-07-31,2020-12-31,133,"258,12",1024,9216,"27007797,00"
71683,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68418,LOS SANTOS,68418000,VEREDA EL REGADERO,EN OPERACI�N,"6,76111000","-73,09000000",2019-12-14,2021-09-13,2020-07-31,2020-12-31,252,"91,03",1024,9216,"27007797,00"
71709,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575024,SAN CLAVER,EN OPERACI�N,"7,22750000","-73,84444000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,200,"127,29",1024,9216,"27007797,00"
71727,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,185,"181,37",1,9,"27007800,00"
71742,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,EN OPERACI�N,"6,45194000","-73,10806000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,117,"111,72",1024,9216,"27007797,00"
72285,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68770,SUAITA,68770002,SAN JOS� DE SUAITA,EN OPERACI�N,"6,15888889","-73,44805556",2020-08-10,1900-01-01,2020-10-31,2020-12-31,154,"41,74",1,9,"27007800,00"
71740,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68820,TONA,68820000,VEREDA PALMAS,EN OPERACI�N,"7,13944000","-72,91417000",2019-12-13,2021-09-12,2020-10-31,2020-12-31,280,"102,48",1,9,"27007800,00"
71663,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2019-12-07,2021-09-06,2020-07-31,2020-12-31,69,"71,08",1024,9216,"27007797,00"
71731,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,86,"71,36",1024,9216,"27007797,00"
71720,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,153,"186,60",1024,9216,"27007797,00"
71694,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,202,"184,03",1,9,"27007800,00"
71713,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615031,VEREDA ALTO DE PEREZ,EN OPERACI�N,"7,29306000","-73,19528000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,75,"129,23",1,9,"27007800,00"
71726,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,72,"164,23",1,9,"27007800,00"
71712,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615013,LLANO DE PALMAS,EN OPERACI�N,"7,40000000","-73,22278000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,206,"85,54",1,9,"27007800,00"
71721,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,211,"203,25",1024,9216,"27007797,00"
71706,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575013,PATURIA,EN OPERACI�N,"7,32889000","-73,83972000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,681,"278,18",1,9,"27007800,00"
71695,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-11,2021-09-10,2020-07-31,2020-12-31,592,"206,89",1024,9216,"27007797,00"
71735,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68720,SANTA HELENA DEL OPON,68720000,CORREGIMIENTO DE CACHIPAY,EN OPERACI�N,"6,29722000","-73,65000000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,285,"190,25",1024,9216,"27007797,00"
72022,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081009,LOS LAURELES,EN OPERACI�N,"7,01806000","-73,80583000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,179,"208,07",1024,9216,"27007797,00"
71679,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68406,LEBRIJA,68406000,CORREGIMIENTO URIBE URIBE,EN OPERACI�N,"7,18667000","-73,31083000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,771,"110,83",1,9,"27007800,00"
71710,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615000,CORREGIMIENTO DE GALAPAGOS,EN OPERACI�N,"7,31472000","-73,17833000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,105,"409,05",1024,9216,"27007797,00"
72278,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68229,CURITI,68229000,VEREDA CUCHICUTE,POR INSTALAR,"6,56444444","-73,06111111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71703,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68549,PINCHOTE,68549000,EL BOSQUE,EN OPERACI�N,"6,50944000","-73,15389000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,123,"76,65",1024,9216,"27007797,00"
71671,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68320,GUADALUPE,68320000,VEREDA MARARAY,EN OPERACI�N,"6,22639000","-73,35583000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,93,"181,24",1,9,"27007800,00"
71642,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081002,EL LLANITO,EN OPERACI�N,"7,16583000","-73,84722000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,8,"401,21",1024,9216,"27007797,00"
71688,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425006,PAJARITO,EN OPERACI�N,"6,48056000","-72,57528000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,85,"50,63",1,9,"27007800,00"
71698,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,83,"18,36",1,9,"27007800,00"
71692,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,225,"208,59",1,9,"27007800,00"
72275,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68167,CHARALA,68167003,RIACHUELO,POR INSTALAR,"6,30305556","-73,08694444",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71645,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68101,BOLIVAR,68101000,BOQUER�N,EN OPERACI�N,"6,07388000","-73,75138000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,3,"38,21",1024,9216,"27007797,00"
72279,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68229,CURITI,68229000,VEREDA CUCHICUTE,POR INSTALAR,"6,56444444","-73,06111111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
