DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
71677,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68385,LANDAZURI,68385009,CORREGIMIENTO SAN IGNACIO DEL OP�N,EN OPERACI�N,"6,41056000","-73,68556000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,288,"129,43",1024,9216,"27007797,00"
72290,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,EN OPERACI�N,"6,45194000","-73,10806000",2020-08-07,1900-01-01,2020-10-31,2020-12-31,34,"60,43",1,9,"27007800,00"
72283,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68522,PALMAR,68522000,PALO GORDO,EN OPERACI�N,"6,50583333","-73,29166667",2020-08-09,1900-01-01,2020-10-31,2020-12-31,159,"53,49",1,9,"27007800,00"
71716,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615011,VEREDA SAN JOSE DE AREVALO,EN OPERACI�N,"7,41250000","-73,18556000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,683,"426,09",1024,9216,"27007797,00"
71733,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,256,"98,09",1,9,"27007800,00"
71723,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,130,"128,39",1024,9216,"27007797,00"
72274,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68077,BARBOSA,68077000,VDA BUENAVISTA,EN OPERACI�N,"5,93222222","-73,64361111",2020-08-10,1900-01-01,2020-10-31,2020-12-31,477,"384,21",1,9,"27007800,00"
71684,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68418,LOS SANTOS,68418000,VEREDA EL REGADERO,EN OPERACI�N,"6,76111000","-73,09000000",2019-12-14,2021-09-13,2020-07-31,2020-12-31,44,"94,05",1024,9216,"27007797,00"
71654,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,13,"113,87",1,9,"27007800,00"
71693,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,414,"219,72",1,9,"27007800,00"
72291,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,EN OPERACI�N,"6,45194000","-73,10806000",2020-08-07,1900-01-01,2020-10-31,2020-12-31,15,"19,99",1,9,"27007800,00"
71674,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68377,LA BELLEZA,68377003,EL RUB�,EN OPERACI�N,"5,89000000","-74,05722000",2019-12-26,2021-09-25,2020-10-31,2020-12-31,179,"38,31",1,9,"27007800,00"
71666,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2019-12-07,2021-09-06,2020-10-31,2020-12-31,90,"44,57",1,9,"27007800,00"
72279,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68229,CURITI,68229000,VEREDA CUCHICUTE,EN OPERACI�N,"6,56444444","-73,06111111",2020-08-06,1900-01-01,2020-10-31,2020-12-31,44,"75,99",1,9,"27007800,00"
71730,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,145,"210,70",1024,9216,"27007797,00"
71685,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425002,BURAGA,EN OPERACI�N,"6,51333000","-72,55611000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,309,"147,87",1,9,"27007800,00"
71664,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2019-12-07,2021-09-06,2020-10-31,2020-12-31,39,"52,26",1,9,"27007800,00"
71662,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68266,ENCISO,68266000,VEREDA COCHAGA,EN OPERACI�N,"6,69278000","-72,66028000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,217,"170,76",1024,9216,"27007797,00"
71638,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68051,ARATOCA,68051000,VEREDA CLAVELLINAS,EN OPERACI�N,"6,68972000","-73,04417000",2019-12-16,2021-09-15,2020-10-31,2020-12-31,108,"172,22",1,9,"27007800,00"
71736,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68770,SUAITA,68770001,OLIVAL,EN OPERACI�N,"6,15222000","-73,34000000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,144,"87,83",1,9,"27007800,00"
71669,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,EN OPERACI�N,"6,96750000","-72,79778000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,589,"141,35",1,9,"27007800,00"
71711,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615009,LA CEIBA,EN OPERACI�N,"7,37000000","-73,23361000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,812,"441,86",1024,9216,"27007797,00"
71645,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68101,BOLIVAR,68101000,BOQUER�N,EN OPERACI�N,"6,07388000","-73,75138000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,48,"38,73",1,9,"27007800,00"
71642,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081002,EL LLANITO,EN OPERACI�N,"7,16583000","-73,84722000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,372,"271,45",1,9,"27007800,00"
71697,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,33,"18,59",1,9,"27007800,00"
71673,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68370,JORDAN,68370000,PERIMETRO URBANO JORDAN,EN OPERACI�N,"6,73222000","-73,09556000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,39,"20,39",1,9,"27007800,00"
71658,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68255,EL PLAYON,68255001,BETANIA,EN OPERACI�N,"7,55694000","-73,16250000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,492,"307,15",1,9,"27007800,00"
71647,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68101,BOLIVAR,68101010,SANTA ROSA,EN OPERACI�N,"6,15555000","-73,83861000",2020-01-24,2021-10-23,2020-07-31,2020-12-31,1908,"734,71",1024,9216,"27007797,00"
71670,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,EN OPERACI�N,"6,96750000","-72,79778000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,124,"113,69",1,9,"27007800,00"
71646,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68101,BOLIVAR,68101000,BOQUER�N,EN OPERACI�N,"6,07388000","-73,75138000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,472,"402,38",1,9,"27007800,00"
71740,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68820,TONA,68820000,VEREDA PALMAS,EN OPERACI�N,"7,13944000","-72,91417000",2019-12-13,2021-09-12,2020-07-31,2020-12-31,274,"155,95",1024,9216,"27007797,00"
71652,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,39,"11,12",1,9,"27007800,00"
71720,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,136,"161,87",1,9,"27007800,00"
72282,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2020-08-09,1900-01-01,2020-10-31,2020-12-31,46,"20,30",1,9,"27007800,00"
71722,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-04,2021-09-03,2020-07-31,2020-12-31,191,"276,49",1024,9216,"27007797,00"
71700,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68547,PIEDECUESTA,68547018,BUENOS AIRES MESA RUITOQUE,EN OPERACI�N,"7,05222000","-72,99611000",2019-12-01,2021-08-31,2020-07-31,2020-12-31,307,"76,55",1024,9216,"27007797,00"
71739,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68780,SURATA,68780001,CORREGIMIENTO DE TURBAY,EN OPERACI�N,"7,51417000","-73,04639000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,295,"212,04",1,9,"27007800,00"
72275,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68167,CHARALA,68167003,RIACHUELO,EN OPERACI�N,"6,30305556","-73,08694444",2020-08-08,1900-01-01,2020-10-31,2020-12-31,247,"100,37",1,9,"27007800,00"
71687,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425004,LAS HUERTAS,EN OPERACI�N,"6,50528000","-72,62528000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,115,"102,47",1,9,"27007800,00"
71670,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318000,VEREDA NUCUBUCA,EN OPERACI�N,"6,96750000","-72,79778000",2019-12-04,2021-09-03,2020-07-31,2020-12-31,88,"50,35",1024,9216,"27007797,00"
72274,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68077,BARBOSA,68077000,VDA BUENAVISTA,POR INSTALAR,"5,93222222","-73,64361111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71715,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615027,VEREDA HONDURAS,EN OPERACI�N,"7,23833000","-73,19638000",2020-01-22,2021-10-21,2020-10-31,2020-12-31,205,"204,25",1,9,"27007800,00"
71640,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,EN OPERACI�N,"6,67611000","-73,20972000",2019-12-16,2021-09-15,2020-10-31,2020-12-31,294,"92,09",1,9,"27007800,00"
72277,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68229,CURITI,68229229,CANTABARA,POR INSTALAR,"6,63250000","-72,98444444",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71702,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68549,PINCHOTE,68549000,EL BOSQUE,EN OPERACI�N,"6,50944000","-73,15389000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,160,"142,76",1,9,"27007800,00"
72277,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68229,CURITI,68229229,CANTABARA,EN OPERACI�N,"6,63250000","-72,98444444",2020-08-06,1900-01-01,2020-10-31,2020-12-31,285,"165,56",1,9,"27007800,00"
71637,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68020,ALBANIA,68020000,CORREGIMIENTO EL HATILLO,EN OPERACI�N,"5,81167000","-73,77028000",2019-12-26,2021-09-25,2020-10-31,2020-12-31,197,"262,53",1,9,"27007800,00"
71733,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,242,"130,71",1024,9216,"27007797,00"
72021,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68081,BARRANCABERMEJA,68081010,LA FORTUNA,EN OPERACI�N,"7,13333000","-73,55556000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,264,"224,81",1,9,"27007800,00"
71705,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575023,KIL�METRO OCHO,EN OPERACI�N,"7,58611000","-73,82555000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,828,"454,49",1024,9216,"27007797,00"
71641,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,EN OPERACI�N,"6,67611000","-73,20972000",2019-12-31,2021-09-29,2020-07-31,2020-12-31,191,"261,03",1024,9216,"27007797,00"
71637,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68020,ALBANIA,68020000,CORREGIMIENTO EL HATILLO,EN OPERACI�N,"5,81167000","-73,77028000",2019-12-26,2021-09-25,2020-07-31,2020-12-31,505,"346,30",1024,9216,"27007797,00"
71697,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,84,"72,37",1024,9216,"27007797,00"
71680,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68406,LEBRIJA,68406013,VEREDA CONCHAL,EN OPERACI�N,"7,28250000","-73,26250000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,1176,"294,29",1,9,"27007800,00"
71724,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,192,"249,22",1,9,"27007800,00"
71700,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68547,PIEDECUESTA,68547018,BUENOS AIRES MESA RUITOQUE,EN OPERACI�N,"7,05222000","-72,99611000",2019-12-02,2021-09-01,2020-10-31,2020-12-31,228,"55,47",1,9,"27007800,00"
72284,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68755,SOCORRO,68755000,CHANCHON,POR INSTALAR,"6,46444444","-73,28972222",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71698,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-15,2021-09-14,2020-07-31,2020-12-31,32,"26,22",1024,9216,"27007797,00"
71665,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2019-12-07,2021-09-06,2020-10-31,2020-12-31,6,"22,63",1,9,"27007800,00"
71654,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,58,"139,68",1024,9216,"27007797,00"
71675,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68377,LA BELLEZA,68377005,LOS VALLES,EN OPERACI�N,"5,90305000","-74,07638000",2020-01-25,2021-10-24,2020-10-31,2020-12-31,270,"230,49",1,9,"27007800,00"
71729,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,111,"196,17",1,9,"27007800,00"
71704,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575007,EL PEDRAL,EN OPERACI�N,"7,32472000","-73,77389000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,760,"274,32",1,9,"27007800,00"
71693,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-12,2021-09-11,2020-07-31,2020-12-31,378,"330,52",1024,9216,"27007797,00"
72284,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68755,SOCORRO,68755000,CHANCHON,EN OPERACI�N,"6,46444444","-73,28972222",2020-08-09,1900-01-01,2020-10-31,2020-12-31,67,"33,63",1,9,"27007800,00"
71743,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68861,VELEZ,68861002,CORREGIMIENTO ALTO JORDAN,EN OPERACI�N,"6,20538000","-73,74934000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,783,"406,77",1,9,"27007800,00"
71676,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68397,LA PAZ,68397002,VEREDA TROCHAS,EN OPERACI�N,"6,32972000","-73,67861000",2019-12-11,2021-09-10,2020-07-31,2020-12-31,19,"65,41",1024,9216,"27007797,00"
71685,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425002,BURAGA,EN OPERACI�N,"6,51333000","-72,55611000",2019-12-07,2021-09-06,2021-02-22,2021-12-31,309,"147,87",1,9,"27007800,00"
71710,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615000,CORREGIMIENTO DE GALAPAGOS,EN OPERACI�N,"7,31472000","-73,17833000",2019-12-09,2021-09-08,2021-02-22,2021-12-31,118,"221,11",1,9,"27007800,00"
71734,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-10,2021-09-09,2021-02-22,2021-12-31,20,"79,76",1,9,"27007800,00"
71739,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68780,SURATA,68780001,CORREGIMIENTO DE TURBAY,EN OPERACI�N,"7,51417000","-73,04639000",2019-12-10,2021-09-09,2021-02-22,2021-12-31,295,"212,04",1,9,"27007800,00"
72280,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2020-08-09,1900-01-01,2021-02-22,2021-12-31,124,"113,19",1,9,"27007800,00"
72290,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,EN OPERACI�N,"6,45194000","-73,10806000",2020-08-07,1900-01-01,2021-02-22,2021-12-31,34,"60,43",1,9,"27007800,00"
71738,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68780,SURATA,68780000,CORREGIMIENTO CACHIRI,EN OPERACI�N,"7,46889000","-72,98944000",2019-12-11,2021-09-10,2021-02-22,2021-12-31,596,"257,05",1,9,"27007800,00"
71718,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-04,2021-09-03,2021-02-22,2021-12-31,93,"188,34",1,9,"27007800,00"
71641,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,EN OPERACI�N,"6,67611000","-73,20972000",2019-12-31,2021-09-29,2021-02-22,2021-12-31,193,"147,00",1,9,"27007800,00"
71667,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68318,GUACA,68318001,BARAYA,EN OPERACI�N,"6,97917000","-72,81611000",2019-12-03,2021-09-02,2021-02-22,2021-12-31,463,"69,16",1,9,"27007800,00"
72285,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68770,SUAITA,68770002,SAN JOS� DE SUAITA,EN OPERACI�N,"6,15888889","-73,44805556",2020-08-10,1900-01-01,2021-02-22,2021-12-31,154,"41,74",1,9,"27007800,00"
71674,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68377,LA BELLEZA,68377003,EL RUB�,EN OPERACI�N,"5,89000000","-74,05722000",2019-12-26,2021-09-25,2021-02-22,2021-12-31,179,"38,31",1,9,"27007800,00"
71698,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-09,2021-09-08,2021-02-22,2021-12-31,83,"18,36",1,9,"27007800,00"
71660,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68266,ENCISO,68266002,PE�A COLORADA,EN OPERACI�N,"6,63083000","-72,70500000",2019-12-06,2021-09-05,2021-02-22,2021-12-31,67,"61,02",1,9,"27007800,00"
71711,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615009,LA CEIBA,EN OPERACI�N,"7,37000000","-73,23361000",2019-12-10,2021-09-09,2021-02-22,2021-12-31,741,"312,88",1,9,"27007800,00"
71678,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68406,LEBRIJA,68406000,CORREGIMIENTO URIBE URIBE,EN OPERACI�N,"7,18667000","-73,31083000",2019-12-07,2021-09-06,2021-02-22,2021-12-31,177,"100,52",1,9,"27007800,00"
71731,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2021-02-22,2021-12-31,68,"33,76",1,9,"27007800,00"
71721,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-05,2021-09-04,2021-02-22,2021-12-31,116,"170,59",1,9,"27007800,00"
72281,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68296,GALAN,68296000,GALAN,EN OPERACI�N,"6,60750000","-73,28888889",2020-08-08,1900-01-01,2021-02-22,2021-12-31,66,"74,06",1,9,"27007800,00"
71709,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575024,SAN CLAVER,EN OPERACI�N,"7,22750000","-73,84444000",2019-12-06,2021-09-05,2021-02-22,2021-12-31,371,"176,82",1,9,"27007800,00"
71675,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68377,LA BELLEZA,68377005,LOS VALLES,EN OPERACI�N,"5,90305000","-74,07638000",2020-01-25,2021-10-24,2021-02-22,2021-12-31,270,"230,49",1,9,"27007800,00"
71643,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68092,BETULIA,68092003,LA PUTANA,EN OPERACI�N,"6,88667000","-73,30556000",2019-12-10,2021-09-09,2021-02-22,2021-12-31,83,"67,42",1,9,"27007800,00"
71687,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68425,MACARAVITA,68425004,LAS HUERTAS,EN OPERACI�N,"6,50528000","-72,62528000",2019-12-08,2021-09-07,2021-02-22,2021-12-31,115,"102,47",1,9,"27007800,00"
71697,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68464,MOGOTES,68464000,VEREDA EL HOYO,EN OPERACI�N,"6,58139000","-72,90806000",2019-12-09,2021-09-08,2021-02-22,2021-12-31,33,"18,59",1,9,"27007800,00"
71741,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68820,TONA,68820002,VEREDA PARRA JUAN RODRIGUEZ,EN OPERACI�N,"7,16028000","-73,05917000",2019-12-13,2021-09-12,2021-02-22,2021-12-31,91,"104,50",1,9,"27007800,00"
71736,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68770,SUAITA,68770001,OLIVAL,EN OPERACI�N,"6,15222000","-73,34000000",2019-12-08,2021-09-07,2021-02-22,2021-12-31,144,"87,83",1,9,"27007800,00"
71719,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-04,2021-09-03,2021-02-22,2021-12-31,87,"137,92",1,9,"27007800,00"
71677,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68385,LANDAZURI,68385009,CORREGIMIENTO SAN IGNACIO DEL OP�N,EN OPERACI�N,"6,41056000","-73,68556000",2019-12-10,2021-09-09,2021-02-22,2021-12-31,530,"247,64",1,9,"27007800,00"
72289,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68855,VALLE DE SAN JOSE,68855000,SAN ISIDRO,EN OPERACI�N,"6,45194000","-73,10806000",2020-08-08,1900-01-01,2021-02-22,2021-12-31,128,"108,64",1,9,"27007800,00"
71727,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2021-02-22,2021-12-31,185,"181,37",1,9,"27007800,00"
